Brand,Year,Mileage,Transmission,Horsepower,Condition,Color,Price
BMW 3 Series,2023,29344,Automatic,164,Minor Scratches,White,63744
BMW 3 Series,2021,49688,Manual,152,Repaired,Gray,46248
Honda Civic,2024,13848,Manual,151,Salvage,Black,18486
Toyota Corolla,2024,13947,Automatic,199,Minor Scratches,Black,30680
Honda Civic,2018,84546,Manual,188,Salvage,White,10406
BMW 3 Series,2019,52008,Automatic,256,Repaired,Blue,43516
Tesla Model 3,2016,110583,Automatic,179,Salvage,Black,16541
Ford Focus,2015,133560,Automatic,132,Minor Scratches,Blue,8347
Volkswagen Golf,2022,27996,Manual,221,Clean Title,Gray,32929
Volkswagen Golf,2021,38536,Manual,282,Clean Title,Red,32725
Toyota Corolla,2021,51304,Manual,247,Minor Scratches,Red,24146
Honda Civic,2022,35682,Manual,181,Salvage,Black,16261
Tesla Model 3,2020,69165,Manual,268,Salvage,Red,22500
BMW 3 Series,2023,28822,Manual,129,Minor Scratches,White,60774
BMW 3 Series,2015,126250,Automatic,119,Repaired,Blue,27531
Fiat Tipo,2016,134388,Manual,255,Salvage,Gray,2877
BMW 3 Series,2016,78876,Automatic,121,Repaired,Blue,33389
Ford Focus,2021,43068,Manual,213,Clean Title,Black,25681
Ford Focus,2018,82838,Manual,266,Clean Title,Gray,17067
BMW 3 Series,2019,86172,Automatic,295,Clean Title,White,51011
Toyota Corolla,2022,36123,Manual,147,Clean Title,Gray,29671
Toyota Corolla,2021,36384,Automatic,270,Salvage,Blue,15024
Honda Civic,2017,78360,Automatic,205,Clean Title,White,21514
Toyota Corolla,2015,116890,Manual,164,Minor Scratches,Red,9284
Volkswagen Golf,2018,88620,Automatic,262,Salvage,Blue,11610
Volkswagen Golf,2018,63238,Manual,160,Repaired,Red,18847
Toyota Corolla,2020,41615,Manual,100,Minor Scratches,White,23064
BMW 3 Series,2019,89004,Automatic,127,Repaired,Red,40689
Volkswagen Golf,2023,23334,Manual,159,Clean Title,White,37062
Toyota Corolla,2018,56371,Automatic,246,Salvage,Red,10641
Volkswagen Golf,2017,116360,Automatic,193,Clean Title,Red,18110
Volkswagen Golf,2020,65285,Manual,225,Minor Scratches,Blue,23071
BMW 3 Series,2016,73224,Automatic,248,Clean Title,Red,43876
BMW 3 Series,2017,68312,Manual,194,Salvage,Red,22356
Volkswagen Golf,2018,71981,Automatic,242,Minor Scratches,Black,22047
Ford Focus,2021,48136,Automatic,286,Repaired,Red,21129
Tesla Model 3,2015,143390,Manual,267,Clean Title,Red,26728
Tesla Model 3,2017,89696,Manual,207,Clean Title,Red,34417
Ford Focus,2018,73528,Manual,159,Minor Scratches,White,16442
Honda Civic,2015,135520,Manual,121,Clean Title,Blue,10384
Toyota Corolla,2019,77364,Manual,294,Clean Title,Black,19328
Tesla Model 3,2020,61870,Manual,194,Minor Scratches,Blue,40884
Honda Civic,2018,68110,Manual,121,Clean Title,Gray,21068
BMW 3 Series,2023,21270,Manual,263,Repaired,Black,55375
Fiat Tipo,2015,83060,Automatic,166,Minor Scratches,Black,9944
Toyota Corolla,2019,80442,Manual,167,Clean Title,Black,20739
Honda Civic,2020,43130,Manual,135,Clean Title,Blue,27235
Honda Civic,2017,84104,Manual,117,Minor Scratches,Black,16400
Toyota Corolla,2023,29280,Manual,261,Salvage,White,15242
Tesla Model 3,2024,14805,Manual,247,Clean Title,Black,59026
Volkswagen Golf,2023,28620,Automatic,246,Salvage,Red,18465
Toyota Corolla,2015,89660,Manual,257,Clean Title,White,12879
Honda Civic,2016,128034,Automatic,142,Salvage,White,7001
Fiat Tipo,2024,14902,Manual,261,Repaired,Blue,21132
Toyota Corolla,2020,68795,Automatic,244,Minor Scratches,Blue,21792
Toyota Corolla,2018,68544,Manual,211,Salvage,Blue,9434
BMW 3 Series,2021,41768,Automatic,131,Clean Title,Red,62265
Fiat Tipo,2018,83454,Manual,123,Salvage,Blue,6809
Ford Focus,2019,57852,Manual,141,Repaired,Red,15948
Toyota Corolla,2024,9301,Manual,111,Repaired,White,28984
BMW 3 Series,2021,44972,Manual,180,Minor Scratches,White,52787
Toyota Corolla,2021,34884,Automatic,165,Clean Title,Blue,30185
Tesla Model 3,2023,20990,Automatic,117,Minor Scratches,White,53462
Volkswagen Golf,2018,70364,Manual,274,Minor Scratches,Blue,21536
Volkswagen Golf,2020,49635,Automatic,233,Minor Scratches,Black,26415
Volkswagen Golf,2021,39184,Automatic,288,Salvage,Red,15765
Honda Civic,2017,65328,Automatic,215,Repaired,Blue,17545
Tesla Model 3,2023,18896,Automatic,158,Minor Scratches,Gray,51468
Volkswagen Golf,2017,68648,Automatic,279,Clean Title,White,22576
BMW 3 Series,2019,88542,Manual,123,Minor Scratches,Red,45075
Ford Focus,2023,24994,Automatic,180,Repaired,White,25067
Tesla Model 3,2019,57864,Manual,144,Minor Scratches,White,39848
Honda Civic,2015,124020,Automatic,152,Clean Title,Red,13376
BMW 3 Series,2017,95264,Automatic,159,Minor Scratches,Black,38928
Ford Focus,2023,28696,Manual,245,Repaired,Black,22853
BMW 3 Series,2015,108600,Manual,135,Minor Scratches,Blue,30647
Honda Civic,2023,26898,Manual,213,Repaired,Red,27011
BMW 3 Series,2015,106630,Automatic,295,Salvage,Red,18286
Honda Civic,2021,40632,Manual,144,Minor Scratches,Black,25776
Tesla Model 3,2018,92260,Manual,111,Minor Scratches,White,33605
Volkswagen Golf,2020,59535,Automatic,287,Repaired,Gray,23777
Fiat Tipo,2020,47445,Automatic,184,Clean Title,White,21261
Tesla Model 3,2024,12781,Manual,198,Salvage,White,31993
BMW 3 Series,2021,36816,Manual,139,Repaired,Black,46295
Ford Focus,2018,87507,Automatic,247,Clean Title,White,17465
Tesla Model 3,2020,54555,Automatic,181,Minor Scratches,Black,41908
Toyota Corolla,2021,34172,Manual,242,Clean Title,White,28176
Ford Focus,2024,14488,Manual,191,Minor Scratches,Gray,29555
Toyota Corolla,2017,96120,Manual,275,Minor Scratches,Blue,13469
Toyota Corolla,2017,89296,Automatic,123,Salvage,Red,9203
Tesla Model 3,2018,65128,Automatic,229,Repaired,Gray,32923
Volkswagen Golf,2017,103048,Manual,126,Clean Title,Gray,18364
Volkswagen Golf,2015,88810,Automatic,292,Salvage,Gray,9073
Honda Civic,2023,23764,Manual,242,Minor Scratches,Black,31916
Fiat Tipo,2019,84714,Automatic,189,Minor Scratches,Gray,14345
Ford Focus,2024,8598,Automatic,217,Minor Scratches,Black,29573
Honda Civic,2016,81423,Automatic,293,Minor Scratches,Red,16578
Volkswagen Golf,2024,12236,Manual,239,Clean Title,Red,39656
Ford Focus,2024,8513,Automatic,292,Minor Scratches,Blue,31813
Toyota Corolla,2020,51235,Automatic,252,Salvage,Red,12529
Honda Civic,2022,31254,Automatic,153,Clean Title,Black,31901
Tesla Model 3,2016,126621,Automatic,263,Salvage,Black,14984
BMW 3 Series,2024,8656,Manual,203,Clean Title,White,72788
Toyota Corolla,2016,102780,Manual,276,Clean Title,White,13452
Ford Focus,2018,64890,Manual,211,Minor Scratches,Red,17573
Tesla Model 3,2023,17334,Manual,163,Clean Title,Black,60826
Ford Focus,2021,51380,Automatic,194,Clean Title,Blue,25349
Fiat Tipo,2020,66965,Automatic,206,Minor Scratches,White,17397
Toyota Corolla,2015,96280,Automatic,145,Clean Title,Blue,14248
Volkswagen Golf,2024,11809,Manual,168,Minor Scratches,White,34379
BMW 3 Series,2021,58796,Manual,141,Repaired,Gray,47888
Tesla Model 3,2017,87136,Automatic,105,Clean Title,Red,38688
Honda Civic,2021,37696,Automatic,244,Repaired,Black,25915
Volkswagen Golf,2024,8720,Automatic,197,Salvage,Blue,21396
Fiat Tipo,2021,34976,Automatic,244,Salvage,Red,11578
Fiat Tipo,2024,12784,Manual,167,Clean Title,Gray,26957
Ford Focus,2024,14906,Automatic,292,Minor Scratches,Black,29570
Ford Focus,2017,113360,Manual,281,Repaired,Blue,10015
BMW 3 Series,2018,85498,Manual,216,Repaired,Gray,36435
Tesla Model 3,2023,28708,Automatic,170,Repaired,White,45179
Toyota Corolla,2020,42020,Automatic,140,Clean Title,Black,26928
Ford Focus,2019,70506,Automatic,289,Minor Scratches,Gray,18694
Tesla Model 3,2020,57665,Manual,256,Salvage,Blue,23437
Ford Focus,2024,9853,Automatic,204,Repaired,Red,25984
Tesla Model 3,2023,22230,Automatic,126,Clean Title,Red,61666
Honda Civic,2018,88319,Manual,211,Repaired,Black,16107
BMW 3 Series,2019,68256,Manual,262,Repaired,Blue,42080
BMW 3 Series,2015,98870,Automatic,122,Minor Scratches,Gray,32171
Toyota Corolla,2023,28578,Automatic,171,Minor Scratches,Red,28849
Ford Focus,2018,96747,Manual,253,Repaired,Gray,12754
BMW 3 Series,2024,13260,Manual,181,Repaired,Gray,57860
Honda Civic,2017,105328,Manual,279,Repaired,Blue,13173
Toyota Corolla,2024,10126,Manual,153,Salvage,Blue,16758
BMW 3 Series,2022,25668,Manual,131,Repaired,Blue,48437
BMW 3 Series,2018,65436,Automatic,149,Repaired,Blue,40379
BMW 3 Series,2023,19668,Automatic,205,Salvage,Red,34517
Volkswagen Golf,2020,48590,Automatic,271,Repaired,Black,23986
Volkswagen Golf,2016,79929,Manual,236,Salvage,Gray,9232
BMW 3 Series,2016,79938,Automatic,281,Minor Scratches,Red,37125
Ford Focus,2021,53204,Automatic,250,Clean Title,Blue,25959
Fiat Tipo,2023,27848,Manual,284,Salvage,Red,11925
BMW 3 Series,2023,23832,Automatic,204,Salvage,Gray,33017
Honda Civic,2023,16574,Manual,266,Minor Scratches,Gray,31399
Toyota Corolla,2018,93128,Manual,198,Repaired,White,14378
Volkswagen Golf,2023,18164,Manual,219,Clean Title,Black,35442
Honda Civic,2022,24669,Automatic,120,Clean Title,Gray,34272
Toyota Corolla,2018,58387,Manual,154,Clean Title,Gray,19943
BMW 3 Series,2019,54108,Automatic,107,Repaired,White,43777
Tesla Model 3,2023,21746,Manual,252,Minor Scratches,Black,51478
Tesla Model 3,2021,50588,Automatic,284,Minor Scratches,White,45097
BMW 3 Series,2015,111980,Manual,157,Salvage,White,17527
Honda Civic,2021,33992,Automatic,116,Repaired,Red,25777
Ford Focus,2020,65665,Automatic,175,Repaired,Black,18921
Tesla Model 3,2017,84920,Automatic,185,Minor Scratches,Black,32605
Honda Civic,2023,29170,Manual,121,Minor Scratches,Red,30468
BMW 3 Series,2024,12949,Automatic,129,Repaired,White,57344
Fiat Tipo,2017,104800,Manual,118,Repaired,Blue,7724
Tesla Model 3,2020,72160,Manual,156,Clean Title,Black,44426
Ford Focus,2015,134270,Manual,185,Minor Scratches,Black,6993
Honda Civic,2017,106736,Manual,206,Repaired,Red,13091
Tesla Model 3,2021,38376,Manual,233,Clean Title,Blue,51702
Volkswagen Golf,2020,62275,Automatic,163,Repaired,Blue,23282
Honda Civic,2016,88497,Manual,198,Clean Title,Blue,17176
Toyota Corolla,2021,59944,Automatic,174,Minor Scratches,Blue,23410
BMW 3 Series,2016,89379,Automatic,182,Repaired,Blue,32148
Honda Civic,2018,69699,Automatic,269,Salvage,Blue,11432
Ford Focus,2015,83620,Manual,147,Minor Scratches,Red,10931
Volkswagen Golf,2020,61075,Manual,296,Clean Title,Blue,28535
Fiat Tipo,2018,65142,Automatic,220,Repaired,White,13350
Fiat Tipo,2021,40584,Automatic,161,Salvage,White,11866
BMW 3 Series,2021,49552,Manual,113,Repaired,Gray,47294
BMW 3 Series,2022,43560,Manual,130,Clean Title,Gray,62789
Toyota Corolla,2016,72522,Automatic,298,Salvage,Gray,9031
Honda Civic,2018,90069,Automatic,265,Repaired,Blue,16521
Tesla Model 3,2018,94703,Automatic,188,Minor Scratches,Black,34171
Ford Focus,2020,72690,Automatic,212,Clean Title,Gray,22416
Volkswagen Golf,2015,118050,Manual,106,Clean Title,Blue,12615
Tesla Model 3,2016,81090,Automatic,176,Minor Scratches,Red,33386
Honda Civic,2015,114750,Manual,175,Clean Title,Black,12536
Toyota Corolla,2022,40563,Automatic,187,Salvage,Black,15123
Tesla Model 3,2022,32436,Automatic,193,Salvage,Gray,26616
Ford Focus,2017,114040,Automatic,227,Clean Title,Red,13526
Toyota Corolla,2024,10909,Manual,200,Clean Title,Gray,34110
BMW 3 Series,2022,33516,Automatic,136,Clean Title,White,66809
BMW 3 Series,2020,57660,Manual,263,Salvage,Blue,27139
Toyota Corolla,2015,89730,Automatic,287,Clean Title,Gray,15070
Fiat Tipo,2016,81864,Automatic,176,Minor Scratches,Black,11508
Volkswagen Golf,2020,57005,Manual,283,Salvage,Gray,13484
Ford Focus,2016,96534,Manual,108,Salvage,White,6099
Ford Focus,2019,58116,Manual,216,Salvage,White,10353
Toyota Corolla,2019,65472,Manual,136,Repaired,Black,17991
Tesla Model 3,2021,47980,Manual,151,Minor Scratches,Gray,44422
Fiat Tipo,2020,57995,Manual,157,Salvage,Gray,9524
Honda Civic,2023,18412,Manual,149,Clean Title,Gray,34480
BMW 3 Series,2019,65118,Automatic,261,Clean Title,Black,52001
Ford Focus,2018,96208,Automatic,218,Repaired,Black,13955
Honda Civic,2024,9985,Automatic,126,Clean Title,Gray,37845
Toyota Corolla,2024,14110,Automatic,298,Minor Scratches,Black,31782
Toyota Corolla,2024,14686,Manual,238,Repaired,Blue,26509
Honda Civic,2023,25650,Manual,152,Repaired,White,26452
Honda Civic,2024,12053,Manual,140,Clean Title,Red,36117
BMW 3 Series,2023,20140,Manual,139,Salvage,Red,33762
Tesla Model 3,2022,38691,Manual,231,Minor Scratches,Blue,50368
Toyota Corolla,2023,24792,Automatic,154,Salvage,White,16902
BMW 3 Series,2022,41277,Automatic,212,Minor Scratches,Gray,55399
Ford Focus,2024,13876,Automatic,155,Clean Title,White,34833
Tesla Model 3,2022,33825,Manual,242,Minor Scratches,Gray,49156
Toyota Corolla,2017,77696,Manual,220,Salvage,Blue,8836
BMW 3 Series,2019,56700,Manual,287,Repaired,White,39017
Tesla Model 3,2024,13849,Manual,294,Clean Title,Red,62956
Fiat Tipo,2022,29958,Automatic,245,Clean Title,Black,24681
Ford Focus,2022,29940,Automatic,274,Salvage,Blue,14234
Tesla Model 3,2020,51670,Automatic,169,Repaired,Red,39801
Fiat Tipo,2022,41796,Manual,171,Salvage,Black,10757
Volkswagen Golf,2023,26792,Automatic,298,Repaired,Red,29379
Ford Focus,2024,12587,Manual,282,Salvage,Black,16766
Ford Focus,2022,35829,Manual,105,Clean Title,Blue,27756
Honda Civic,2021,51696,Manual,187,Minor Scratches,Red,26543
Toyota Corolla,2019,74820,Automatic,218,Minor Scratches,Gray,20731
Volkswagen Golf,2015,130800,Automatic,141,Repaired,Gray,10392
BMW 3 Series,2018,72219,Manual,185,Minor Scratches,Black,40042
Tesla Model 3,2023,17368,Manual,189,Minor Scratches,Blue,54675
Honda Civic,2016,96399,Automatic,151,Repaired,Black,14546
Toyota Corolla,2016,96948,Automatic,261,Repaired,White,11758
Tesla Model 3,2022,39645,Automatic,169,Clean Title,Gray,54669
Tesla Model 3,2019,62226,Automatic,252,Clean Title,Gray,46172
Ford Focus,2019,68220,Manual,273,Salvage,Black,10043
Tesla Model 3,2021,34368,Manual,296,Repaired,Red,39872
Ford Focus,2024,12845,Manual,231,Salvage,Gray,15449
Honda Civic,2023,23818,Automatic,256,Repaired,Gray,28316
Tesla Model 3,2020,44550,Automatic,179,Clean Title,Black,47526
Ford Focus,2022,41655,Manual,201,Repaired,White,21348
Honda Civic,2019,64584,Automatic,248,Minor Scratches,White,22244
BMW 3 Series,2018,68243,Automatic,153,Clean Title,White,49780
Tesla Model 3,2017,99840,Automatic,199,Repaired,Blue,29230
Volkswagen Golf,2016,87165,Manual,201,Salvage,Red,8846
Ford Focus,2016,77274,Manual,292,Clean Title,White,14806
Volkswagen Golf,2020,64365,Manual,131,Salvage,Red,13902
BMW 3 Series,2015,119090,Manual,192,Minor Scratches,Black,31070
Toyota Corolla,2023,25412,Manual,233,Clean Title,Black,32196
Honda Civic,2022,44526,Automatic,243,Salvage,Gray,15783
Tesla Model 3,2017,98280,Manual,271,Repaired,Blue,28657
BMW 3 Series,2015,90840,Automatic,196,Repaired,Gray,29583
Fiat Tipo,2024,9946,Automatic,199,Minor Scratches,Blue,27173
Fiat Tipo,2021,56892,Automatic,221,Repaired,Gray,17327
Toyota Corolla,2024,12675,Manual,129,Minor Scratches,Black,29837
Volkswagen Golf,2018,100303,Automatic,295,Clean Title,Red,21532
Tesla Model 3,2023,19600,Manual,180,Minor Scratches,Blue,53649
Ford Focus,2015,131350,Manual,248,Salvage,White,3958
Tesla Model 3,2022,29610,Manual,111,Minor Scratches,Blue,48939
Ford Focus,2020,40500,Automatic,263,Salvage,Blue,12148
Volkswagen Golf,2023,27608,Automatic,101,Salvage,Blue,18740
Ford Focus,2020,50155,Automatic,286,Salvage,Red,11879
Tesla Model 3,2017,108992,Automatic,158,Clean Title,Red,35623
Ford Focus,2015,145200,Automatic,228,Minor Scratches,Red,7103
Fiat Tipo,2022,37119,Automatic,288,Minor Scratches,Gray,21631
Ford Focus,2016,77733,Manual,284,Repaired,Black,12001
Volkswagen Golf,2017,104664,Automatic,135,Clean Title,Blue,19855
BMW 3 Series,2019,53400,Manual,280,Salvage,Red,24755
Fiat Tipo,2017,79240,Manual,104,Repaired,White,10007
Fiat Tipo,2016,109584,Manual,136,Clean Title,Red,8396
Tesla Model 3,2018,84602,Manual,298,Repaired,White,30672
Fiat Tipo,2021,56024,Manual,150,Repaired,Red,15854
BMW 3 Series,2019,75810,Automatic,240,Clean Title,Gray,51238
Fiat Tipo,2015,111640,Automatic,178,Salvage,Black,4172
Volkswagen Golf,2019,59460,Manual,162,Minor Scratches,Gray,23212
BMW 3 Series,2020,44010,Manual,288,Salvage,Gray,27951
BMW 3 Series,2016,117882,Manual,121,Clean Title,Gray,35658
Honda Civic,2016,109539,Manual,202,Salvage,White,7239
BMW 3 Series,2022,43986,Manual,282,Minor Scratches,Red,55239
Fiat Tipo,2020,66210,Automatic,137,Salvage,White,9509
Toyota Corolla,2020,47100,Manual,170,Minor Scratches,Gray,21426
BMW 3 Series,2018,76797,Automatic,148,Salvage,Gray,24206
Honda Civic,2016,94356,Automatic,206,Repaired,Red,13441
Fiat Tipo,2015,144810,Automatic,211,Salvage,Blue,2610
BMW 3 Series,2022,30825,Automatic,296,Minor Scratches,Blue,58484
Tesla Model 3,2021,39024,Automatic,219,Repaired,Black,43908
Honda Civic,2023,17122,Manual,134,Salvage,Blue,17788
Fiat Tipo,2024,10062,Manual,259,Clean Title,Blue,27742
Tesla Model 3,2020,40245,Automatic,221,Salvage,Black,24500
Ford Focus,2020,67475,Automatic,145,Clean Title,Gray,23527
Honda Civic,2021,41264,Automatic,243,Repaired,White,25483
Ford Focus,2021,58388,Automatic,266,Clean Title,White,25521
Toyota Corolla,2018,75264,Automatic,269,Salvage,Black,10011
Ford Focus,2019,75570,Automatic,123,Clean Title,Blue,19552
Volkswagen Golf,2019,89208,Automatic,279,Clean Title,Blue,23264
Fiat Tipo,2019,57324,Manual,152,Clean Title,Black,17256
Tesla Model 3,2022,24726,Manual,114,Clean Title,Gray,53996
Fiat Tipo,2020,52275,Manual,189,Salvage,Black,9024
Ford Focus,2015,127360,Automatic,154,Salvage,White,4697
Tesla Model 3,2019,59124,Automatic,276,Repaired,Red,35266
Ford Focus,2017,113264,Automatic,223,Clean Title,Black,14168
Toyota Corolla,2016,91071,Automatic,229,Clean Title,Red,15876
Ford Focus,2022,24945,Manual,214,Repaired,Black,23125
Volkswagen Golf,2024,13173,Manual,173,Salvage,Black,19362
Fiat Tipo,2020,74495,Automatic,268,Minor Scratches,Gray,16304
Honda Civic,2019,51048,Manual,237,Repaired,White,19554
Toyota Corolla,2019,53280,Automatic,141,Minor Scratches,White,21653
Ford Focus,2016,105696,Automatic,298,Salvage,Red,6848
BMW 3 Series,2017,66592,Automatic,287,Clean Title,Black,45118
Ford Focus,2019,69810,Automatic,300,Repaired,Gray,16564
Tesla Model 3,2022,36768,Automatic,223,Salvage,Black,27291
Volkswagen Golf,2017,93976,Automatic,107,Salvage,White,9914
Volkswagen Golf,2020,53520,Automatic,189,Repaired,Red,23651
Fiat Tipo,2021,48064,Manual,279,Repaired,Gray,17115
Fiat Tipo,2023,24776,Manual,230,Repaired,Blue,19244
Fiat Tipo,2017,118720,Automatic,148,Clean Title,Black,9801
Honda Civic,2017,103696,Automatic,233,Minor Scratches,White,16169
Tesla Model 3,2022,36831,Automatic,112,Repaired,Red,42432
BMW 3 Series,2015,93190,Automatic,156,Salvage,White,19150
Honda Civic,2020,46030,Automatic,197,Minor Scratches,Blue,25915
Honda Civic,2015,106440,Manual,289,Minor Scratches,Blue,11578
Honda Civic,2017,81688,Automatic,187,Repaired,White,17157
Toyota Corolla,2020,49495,Automatic,291,Repaired,White,21289
Tesla Model 3,2017,106424,Manual,183,Minor Scratches,Black,29901
BMW 3 Series,2015,141060,Automatic,133,Salvage,Gray,15593
Fiat Tipo,2015,94910,Automatic,111,Repaired,Gray,8213
Volkswagen Golf,2023,20534,Automatic,205,Repaired,Blue,30478
Volkswagen Golf,2019,86544,Manual,201,Clean Title,White,23946
Volkswagen Golf,2015,104720,Manual,171,Salvage,Red,7157
Toyota Corolla,2022,31137,Automatic,117,Minor Scratches,Black,28985
Toyota Corolla,2021,43880,Manual,235,Salvage,Gray,13173
Tesla Model 3,2018,82488,Automatic,172,Repaired,Gray,33094
Ford Focus,2017,74208,Automatic,209,Salvage,Blue,9227
BMW 3 Series,2017,111896,Manual,202,Clean Title,Black,39748
Ford Focus,2019,76902,Automatic,178,Minor Scratches,Red,19068
Ford Focus,2021,44680,Manual,188,Minor Scratches,Black,21341
BMW 3 Series,2020,74775,Manual,195,Repaired,Black,41276
Toyota Corolla,2024,12211,Manual,169,Clean Title,Red,33359
Volkswagen Golf,2023,18248,Automatic,294,Clean Title,White,37587
BMW 3 Series,2022,36231,Manual,130,Repaired,White,47811
Fiat Tipo,2024,11877,Automatic,286,Repaired,Gray,22811
Toyota Corolla,2019,78216,Manual,220,Repaired,Black,15534
Honda Civic,2022,30222,Automatic,240,Clean Title,White,33333
Honda Civic,2022,29856,Manual,189,Minor Scratches,White,29773
Volkswagen Golf,2015,100850,Automatic,138,Minor Scratches,Gray,15340
Tesla Model 3,2016,81315,Automatic,193,Minor Scratches,Gray,31065
Ford Focus,2023,26328,Automatic,208,Salvage,Blue,15878
Toyota Corolla,2023,23988,Automatic,133,Minor Scratches,Red,29109
Tesla Model 3,2022,39942,Automatic,231,Minor Scratches,Blue,51201
Fiat Tipo,2019,58638,Manual,273,Minor Scratches,Red,14961
Tesla Model 3,2022,43146,Automatic,189,Repaired,Black,41845
Ford Focus,2023,29138,Automatic,230,Clean Title,Red,32289
